Time: 19/19:7:35 Arduino 0: 4
Time: 19/19:7:35 Arduino 0: 0: 263.32,1: 246.80,2: 236.95,3: 228.16,4: 220.43,5: 213.75,6: 210.23
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 234.14
Time: 19/19:8:5 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.55,4: 244.69,5: 238.36,6: 234.14
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.79
Time: 19/19:8:5 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.55,4: 244.34,5: 238.01,6: 234.84
Time: 19/19:8:5 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.44
Time: 19/19:8:5 Arduino 0: 0: 262.62,1: 258.40,2: 253.13,3: 249.26,4: 243.28,5: 238.71,6: 234.49
Time: 19/19:8:6 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 248.20,4: 244.69,5: 238.36,6: 233.79
Time: 19/19:8:6 Arduino 0: 0: 262.62,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.41,6: 233.79
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:6 Arduino 0: 0: 262.62,1: 258.40,2: 254.18,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:8:6 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 248.20,4: 244.34,5: 238.71,6: 233.79
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:6 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:6 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:6 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:6 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 238.71,6: 233.44
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 248.20,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 248.55,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:8:7 Arduino 0: 0: 264.73,1: 258.40,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 239.41,6: 233.44
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.61,4: 243.28,5: 238.71,6: 234.49
Time: 19/19:8:7 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 248.91,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:7 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:8 Arduino 0: 0: 262.62,1: 258.40,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 259.80,2: 253.48,3: 249.61,4: 243.63,5: 238.71,6: 234.49
Time: 19/19:8:8 Arduino 0: 0: 262.62,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 243.28,5: 238.71,6: 234.14
Time: 19/19:8:8 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 248.20,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 249.61,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:8:8 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.84
Time: 19/19:8:8 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.55,4: 243.63,5: 239.06,6: 233.09
Time: 19/19:8:8 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 233.09
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.05,2: 252.77,3: 248.91,4: 242.93,5: 238.36,6: 234.14
Time: 19/19:8:8 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:8:8 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 234.14
Time: 19/19:8:9 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:9 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:9 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 248.91,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.05,2: 253.13,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:9 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:9 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:9 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.20,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:9 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.14
Time: 19/19:8:9 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 238.71,6: 233.09
Time: 19/19:8:10 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:10 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.79
Time: 19/19:8:10 Arduino 0: 0: 262.62,1: 257.70,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.44
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 248.20,4: 243.98,5: 237.66,6: 234.14
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.20,4: 242.93,5: 239.06,6: 232.73
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:10 Arduino 0: 0: 263.67,1: 258.40,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 232.73
Time: 19/19:8:10 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.26,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:10 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 247.85,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:10 Arduino 0: 0: 262.62,1: 258.05,2: 253.13,3: 248.91,4: 242.93,5: 239.06,6: 233.44
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:10 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:10 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:11 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:11 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 233.44
Time: 19/19:8:11 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 248.91,4: 242.93,5: 238.71,6: 233.79
Time: 19/19:8:11 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 237.66,6: 233.79
Time: 19/19:8:11 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.91,4: 243.28,5: 239.06,6: 233.44
Time: 19/19:8:11 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.55,4: 243.98,5: 237.66,6: 234.49
Time: 19/19:8:11 Arduino 0: 0: 262.62,1: 258.05,2: 253.83,3: 248.20,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:11 Arduino 0: 0: 265.43,1: 260.51,2: 253.83,3: 249.96,4: 244.34,5: 238.36,6: 234.84
Time: 19/19:8:11 Arduino 0: 0: 268.24,1: 262.62,2: 256.99,3: 250.31,4: 245.74,5: 239.77,6: 233.79
Time: 19/19:8:11 Arduino 0: 0: 271.41,1: 265.43,2: 258.75,3: 253.48,4: 246.45,5: 241.17,6: 235.90
Time: 19/19:8:11 Arduino 0: 0: 274.22,1: 268.59,2: 261.91,3: 254.88,4: 249.61,5: 242.58,6: 236.95
Time: 19/19:8:11 Arduino 0: 0: 277.38,1: 270.70,2: 264.38,3: 258.05,4: 250.66,5: 245.04,6: 238.36
Time: 19/19:8:11 Arduino 0: 0: 280.55,1: 273.87,2: 266.13,3: 259.80,4: 253.48,5: 245.74,6: 240.82
Time: 19/19:8:12 Arduino 0: 0: 283.01,1: 275.98,2: 269.65,3: 261.91,4: 254.88,5: 248.91,6: 240.82
Time: 19/19:8:12 Arduino 0: 0: 285.12,1: 278.79,2: 270.70,3: 264.73,4: 257.70,5: 249.61,6: 244.34
Time: 19/19:8:12 Arduino 0: 0: 288.28,1: 281.25,2: 274.22,3: 266.13,4: 259.80,5: 252.77,6: 244.69
Time: 19/19:8:12 Arduino 0: 0: 291.09,1: 284.41,2: 275.98,3: 269.65,4: 261.21,5: 254.18,6: 247.85
Time: 19/19:8:12 Arduino 0: 0: 293.55,1: 286.52,2: 279.49,3: 271.05,4: 264.73,5: 256.29,6: 248.55
Time: 19/19:8:12 Arduino 0: 0: 297.07,1: 289.34,2: 281.25,3: 274.57,4: 265.43,5: 258.40,6: 251.72
Time: 19/19:8:12 Arduino 0: 0: 300.23,1: 292.85,2: 284.06,3: 276.33,4: 268.95,5: 259.80,6: 252.77
Time: 19/19:8:12 Arduino 0: 0: 301.29,1: 293.20,2: 286.52,3: 278.79,4: 269.65,5: 262.97,6: 253.83
Time: 19/19:8:12 Arduino 0: 0: 300.94,1: 294.61,2: 286.17,3: 279.84,4: 272.11,5: 262.97,6: 256.64
Time: 19/19:8:12 Arduino 0: 0: 300.59,1: 294.26,2: 287.93,3: 280.20,4: 272.46,5: 265.08,6: 255.94
Time: 19/19:8:12 Arduino 0: 0: 299.88,1: 293.91,2: 286.88,3: 281.60,4: 272.81,5: 264.73,6: 258.75
Time: 19/19:8:12 Arduino 0: 0: 300.59,1: 294.26,2: 287.93,3: 280.20,4: 273.87,5: 265.78,6: 257.70
Time: 19/19:8:12 Arduino 0: 0: 287.58,1: 284.06,2: 279.84,3: 276.68,4: 269.65,5: 263.67,6: 257.34
Time: 19/19:8:12 Arduino 0: 0: 265.43,1: 267.54,2: 267.19,3: 265.78,4: 263.67,5: 258.05,6: 253.48
Time: 19/19:8:13 Arduino 0: 0: 262.97,1: 261.21,2: 259.80,3: 258.75,4: 255.23,5: 253.48,6: 248.55
Time: 19/19:8:13 Arduino 0: 0: 262.27,1: 259.80,2: 255.59,3: 253.48,4: 251.37,5: 247.15,6: 245.04
Time: 19/19:8:13 Arduino 0: 0: 265.08,1: 258.40,2: 254.88,3: 250.66,4: 247.15,5: 244.69,6: 240.12
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 250.31,4: 245.74,5: 241.52,6: 239.41
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 245.04,5: 241.17,6: 236.25
Time: 19/19:8:13 Arduino 0: 0: 262.27,1: 258.75,2: 253.13,3: 249.61,4: 243.98,5: 240.12,6: 236.95
Time: 19/19:8:13 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 245.04,5: 239.77,6: 235.55
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 249.61,4: 243.63,5: 240.47,6: 235.55
Time: 19/19:8:13 Arduino 0: 0: 262.62,1: 259.45,2: 253.83,3: 248.91,4: 245.04,5: 239.06,6: 235.55
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 258.40,2: 254.53,3: 249.61,4: 244.34,5: 240.12,6: 234.49
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 249.61,4: 244.69,5: 239.06,6: 235.90
Time: 19/19:8:13 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 244.34,5: 240.12,6: 234.14
Time: 19/19:8:13 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.98,5: 239.06,6: 235.55
Time: 19/19:8:14 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 244.69,5: 239.41,6: 234.14
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 249.61,4: 243.28,5: 239.41,6: 234.84
Time: 19/19:8:14 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 248.55,4: 244.69,5: 238.36,6: 234.84
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 249.26,4: 243.63,5: 239.77,6: 233.79
Time: 19/19:8:14 Arduino 0: 0: 262.62,1: 259.10,2: 253.13,3: 248.91,4: 244.69,5: 238.71,6: 235.55
Time: 19/19:8:14 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 248.91,4: 243.98,5: 239.77,6: 233.79
Time: 19/19:8:14 Arduino 0: 0: 262.62,1: 259.10,2: 253.13,3: 249.61,4: 244.34,5: 238.71,6: 235.20
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.75,2: 254.18,3: 248.55,4: 244.34,5: 239.41,6: 233.79
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 249.61,4: 243.63,5: 239.06,6: 234.84
Time: 19/19:8:14 Arduino 0: 0: 263.67,1: 259.10,2: 253.83,3: 248.55,4: 244.69,5: 238.71,6: 234.49
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.77,6: 234.14
Time: 19/19:8:14 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 248.55,4: 244.69,5: 238.36,6: 234.84
Time: 19/19:8:14 Arduino 0: 0: 263.67,1: 258.05,2: 254.18,3: 248.91,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:14 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.91,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:8:15 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:8:15 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.26,4: 243.28,5: 238.71,6: 234.49
Time: 19/19:8:15 Arduino 0: 0: 263.67,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.79
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 239.06,6: 234.14
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.69,5: 238.01,6: 234.14
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.06,6: 233.09
Time: 19/19:8:15 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:15 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 234.14
Time: 19/19:8:15 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 244.69,5: 238.36,6: 234.14
Time: 19/19:8:15 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 249.26,4: 243.28,5: 239.77,6: 233.79
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:16 Arduino 0: 0: 263.67,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 237.66,6: 234.49
Time: 19/19:8:16 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.28,5: 238.71,6: 234.14
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.69,5: 238.36,6: 233.79
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 233.79
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:16 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.91,4: 243.63,5: 239.77,6: 233.44
Time: 19/19:8:16 Arduino 0: 0: 263.32,1: 259.10,2: 253.13,3: 249.26,4: 244.34,5: 238.71,6: 235.20
Time: 19/19:8:16 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.98,5: 239.41,6: 233.44
Time: 19/19:8:16 Arduino 0: 0: 263.32,1: 258.05,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 247.85,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:16 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 248.91,4: 242.93,5: 238.71,6: 233.79
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.55,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:17 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 243.63,5: 238.36,6: 234.84
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.75,2: 254.18,3: 247.85,4: 243.98,5: 238.71,6: 232.73
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:17 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:17 Arduino 0: 0: 263.67,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:17 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:17 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:17 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:17 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:18 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.06,6: 233.09
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 259.10,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 249.96,4: 244.34,5: 238.71,6: 235.20
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 248.55,4: 244.69,5: 239.06,6: 233.44
Time: 19/19:8:18 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:18 Arduino 0: 0: 265.08,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.01,6: 233.44
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.09
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 259.10,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:18 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:19 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.49
Time: 19/19:8:19 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 238.71,6: 232.73
Time: 19/19:8:19 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:19 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:19 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:19 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:19 Arduino 0: 0: 263.67,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:19 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 248.91,4: 244.34,5: 238.36,6: 234.84
Time: 19/19:8:19 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.20,4: 243.98,5: 239.41,6: 233.09
Time: 19/19:8:19 Arduino 0: 0: 262.62,1: 258.40,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:19 Arduino 0: 0: 263.67,1: 258.05,2: 253.48,3: 247.85,4: 243.98,5: 238.36,6: 233.09
Time: 19/19:8:19 Arduino 0: 0: 262.62,1: 258.40,2: 253.13,3: 248.91,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:19 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:19 Arduino 0: 0: 263.67,1: 258.40,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:20 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:20 Arduino 0: 0: 262.62,1: 258.05,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:20 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
